"polygon_id","seq_no","receiver_name","receiver_inn","facility_address","facility_coordinates","region","phone","email","kip_number","fkko_code"
"POLY_078","78","ООО ""Чистый путь""","9721214862","Московская область, городской округ Солнечногорск,
территория Солнечное-Заовражье, земельный участок 2","56.282185 37.095631","Московская
область","8 (936) 144 17 99","atk_chistiy@mail.ru","168","81110001495;81111112495;81111221405;81112312395;81113111205;81220101205;81910001495;81910003215;82110101215;82121111205;
82151111405;82202112495;82210101215;82220101215;82230101215;82310101215;82320101215;82419111205;82421111205;82451111205;
82913111205;83010001715;84121112525;89001111725;81111111494;81111531404;81112211394;81112311394;82221111204;82240101214;
82291111204;82411001204;82411002204;82490001294;82491111204;82913211624;83020001714;84121111524;88235111214;89000002494;
81290101724;81991111704;89000001724;81210101724;82621001514;15211001215;15211002215;15411001215;84220102494;89000003214;
43411003515;40419000515"
"POLY_079","79","ООО ""Экоаудит""","7811603997","Московская область, Дмитровский район, г/пос Икша, с.
Белый Раст","56.125726 37.430999","Московская
область","8 (919) 969 01 01","director@ecoaudit24.ru","136","15211001215;15211002215;15211004215;15411001215;81110001495;81111112495;81112312395;81220101205;81910001495;81910003215;
82110101215;82121111205;82202112495;82210101215;82220101215;82310101215;82320101215;82230101215;82419111205;82451111205;
82913111205;83010001715;84921112205"
"POLY_080","80","ООО ""Экоградсервис""","5020070118","Московская область, Истринский район, с/п Костровское,
карьер вблизи деревни Петрово","55.850208 36.576782","Московская
область","8 (964) 500 55 04","ekogradservis@bk.ru","6","81110001495;81111112495;81111221405;81113111205;81112312395;81910001495"
"POLY_081","81","ООО ""Экогород""","9718147119","Московская область, Сергиево-Посадский городской
округ, в районе деревни Мехово","56.439891 38.051569","Московская
область","8 (968) 846 22 61","director@ekogorodok.ru","89, 186","81110001495;81111112495;81111221405;81112312395;81113111205;81220101205;81910001495;81910003215;82110101215;82121111205;
82151111405;82202112495;82210101215;82220101215;82230101215;82310101215;82320101215;82419111205;82421111205;82451111205;
82913111205;82924111405;83010001715;84121112525;84921112205;45110100205;15211001215;15211002215;15411001215;40414000515;
40419000515;45720102205;45911111515;15211003235;15211004215;43411003515;43414101205;45711211605;46101001205;45911099515;
46110001515;46120001515;48230201525;49211121725;89001111725;40421001514;40422001514;40423001514;40424001514;40429099514;
40521111604;40529002294;40529121524;40581191604;40592353624;40592511524;43113001524;43419971524;43510001204;43510003514;
46811202514;49211181524;81111111494;81112311394;81112211394;81210101724;81290101724;81991111704;82213111204;82217111514;
82221111204;82240101214;82291111204;82331111504;82411001204;82411002204;82441111214;82490001294;82491111204;82614131714;
82621001514;82622001514;82631011204;82632111204;82634111204;82710001514;82731111504;82799001724;82913211624;82915111624;
82917111714;83020001714;84111111514;89000002494;89111002524;89111111524;89112001524;89201101604;89211002604;84121111524;
89000001724;43412101514;43417111514;43411001205;43411002295;43412002295;43412003515;43414102515;43414103515"
"POLY_082","82","ООО ""Экологистик""","5074065900","Московская область, Подольский район, с/пос.
Дубровицкое, вблизи деревни «Наумово»","55.416314 37.442069","Московская
область","(925) 266 48 98","OSSIG77@yandex.ru","162","81110001495;81111112495;81112312395;81113111205;81910001495"
"POLY_083","83","ООО ""Экологический рециклинг""","7714446273","Московская область, городской округ Балашиха,
микрорайон Железнодорожный, д. Дятловка, владение 57а","55.720459 38.095936","Московская
область","8 (968) 835 24 94","info@oooecocycle.ru","37","15211001215;15211002215;15211003235;15211004215;15411001215;40419000515;43411003515;43414101205;45110100205;45142121615;
45711211605;45720102205;45911099515;45911111515;46101001205;46101002205;46110002215;46110003295;46110099205;46120001515;
46120002215;46120003295;46120099205;46210001205;46213001515;46213002215;46213099205;46214001515;46214099205;46220001515;
46220002515;46220003215;46220004295;46220005515;46220006205;46220501205;46230001515;46230002215;48230201525;48230301525;
81110001495;81111112495;81111221405;81112312395;81113111205;81220101205;81910001495;81910003215;82110101215;82121111205;
82151111405;82202112495;82210101215;82220101215;82230101215;82310101215;82320101215;82421111205;82451111205;82913111205;
83010001715;84121112525;89001111725;93110003394;82621001514;89003121724;89000003214;89000002494;81111531404;81112311394;
81112211394;81111111494;45751111204;82213111204;82431121214;82240101214;82411001204;82291111204;82233111204;82223111204;
82221111204;82217111514;81991111704;81210101724;82917111714;45712211614;45711901204;45711201204;45711101204;45551099514;
45551001514;40421001514;40422001514;82913211624;82799001724;82731111504;82710001514;82631011204;82622001514;84210102214;
84121111524;83020001714;82491111204;82490001294;82411002204;46102111204;46102211204;88512211724;88512311504"
"POLY_084","84","ООО ""Эколпроф""","5027303273","Московская область, Богородский городской округ,
территория Карьерная, земельный участок 1, земельный
участок с кадастровым номером 50:16:0000000:76268","55.788702 38.211628","Московская
область","8 (903) 204 10 49","info@ecolprof.ru","146","84220101493;93110001393;82611111203;82611131713;82614311313;84100001513;89211001603;89321111423;46201101203;46201102203;
46201104203;45551001514;45551099514;82213111204;82217111514;82221111204;82223111204;82233111204;82240101214;82291111204;
82331111504;82411002204;83020001714;84121111524;84210102214;89000002494;81111111494;84220102494;81111531404;89000003214;
93110003394;81112211394;81112311394;40521111604;40529002294;40529121524;40581191604;40592353624;40592511524;43113001524;
45711101204;45712111614;49211181524;81290101724;81991111704;82411001204;82490001294;82491111204;82614131714;82621001514;
82915111624;82917111714;89000001724;89003121724;89111002524;89111111524;89112001524;89201101604;89211002604;43419971524;
43510003514;82631011204;82710001514;82731111504;82799001724;40421001514;40422001514;40424001514;40429099514;81210101724;
82913211624;84111111514;46101003204;46102211204;46811202514;45711201204;45711901204;45712211614;45712312614;45751111204;
45720102205;45911099515;81220101205;82110101215;82121111205;82202112495;82210101215;82220101215;82230101215;82310101215;
82320101215;82421111205;83010001715;84121112525;81110001495;81111112495;81111221405;81113111205;81910001495;81910003215;
82451111205;81112312395;43414101205;48230201525;82419111205;89001111725;43411003515;15211001215;15211002215;15211003235;
15211004215;15411001215;40419000515;49211121725;82913111205;84921112205;46101001205;46110001515;46120001515;45110100205;
45711211605;82151111405"
"POLY_085","85","ООО ""Эко-Мир""","7707447237","Московская область, Дмитровский район, с/пос.
Синьковское, д. Космынка, д. 70","56.28829 37.181347","Московская
область","8 (925) 105 09 25","ai@dsk.msk.ru","70","15211001215;15211002215;15211004215;40419000515;45720102205;81110001495;81111112495;81111221405;81112312395;81113111205;
81220101205;81910003215;82110101215;82220101215;82230101215;82310101215;82451111205;83010001715;84121112525;84921112205;
82913211624;81111111494;81112311394;82221111204;82240101214;82291111204;81210101724;84121111524;81112211394"
"POLY_086","","ООО ""Экостар""","7720499234","Московская область, г.о. Чехов, с.п. Стремиловское, в
районе д. Кулаково","55.102162 37.450495","Московская
область","8 (925) 866 84 66","v.a.puhov@inbox.ru","102","15211001215;15211002215;15211003235;15211004215;15411001215;40419000515;43411003515;43414101205;45110100205;45142121615;
45711211605;45720102205;45911099515;45911111515;46101001205;46101002205;46110002215;46110003295;46110099205;46120001515;
46120002215;46120003295;46120099205;46210001205;46213001515;46213002215;46213099205;46214001515;46214099205;46220001515;
46220002515;46220003215;46220004295;46220005515;46220006205;46220501205;46230001515;46230002215;48230201525;48230301525;
81110001495;81111112495;81111221405;81112312395;81113111205;81220101205;81910001495;81910003215;82110101215;82121111205;
82151111405;82202112495;82210101215;82220101215;82230101215;82310101215;82320101215;82421111205;82451111205;82913111205;
83010001715;84121112525;84121111524;84220102494;82223111204;40422001514;81991111704;81112211394;82411002204;45991111404;
45551099514;82621001514;40429099514;46201192204;82913211624;84220101493;45551001514;49211111724;45592111604;89000003214;
40490511514;82221111204;40424001514;82915111624;82331111504;84210101213;89000002494;89003121724;82731111504;82291111204;
40490111614;82634111204;81210101724;82217111514;81111111494;82917111714;93110001393;81112311394;40423001514;84210102214;
82431121214;81111531404;82233111204;83020001714;49211181524;82240101214;82411001204;40421001514;82632111204;46810135514;
93110003394"
"POLY_087","87","ООО ""Экопереработка""","5075040088","Московская область, Рузский городской округ, д. Паново","55.686151 36.419908","Московская
область","8 (964) 646 26 20","eco-processing@list.ru","155","81111111494;81111531404;81210101724;81991111704;82217111514;82221111204;82240101214;82291111204;82331111504;82411001204;
82490001294;83020001714;89000002494;83010001715;82913111205;82419111205;82320101215;82310101215;82220101215;82210101215;
82202112495;82121111205;82110101215;81910001495;81220101205;81113111205;81112312395;81111221405;81111112495;81110001495;
45720102205;45911111515"
"POLY_088","88","ООО ""Экосистема-2000""","7718991872","город Москва, вн. тер.г. поселение Московский, квартал
74, земельный участок 3","55.616058 37.429259","Москва","8 (926) 552 22 76","ikosistema-2000@mail.ru","47","15211001215;15211002215;15211003235;15211004215;15411001215;40414000515;40419000515;40419100225;40421111515;43411001205;
43411002295;43411003515;43411004515;43412002295;43412003515;43412004515;43414101205;43414201515;43414103515;43414102515;
43416101515;43417101205;43419101205;43419199205;43419901205;43419902205;43419972505;43425001295;43499121725;43499133725;
43612001205;45110100205;45110200205;45142121615;45620001295;45720102205;45711211605;45911001515;45911011715;45911099515;
45911111515;45912111515;48230201525;81110001495;81111112495;81111221405;81113111205;81220101205;81910001495;81910003215;
82110101215;82121111205;82151111405;82202112495;82210101215;82220101215;82230101215;82310101215;82320101215;82419111205;
82421111205;82451111205;82913111205;83010001715;84121112525;84921112205;89001111725"
"POLY_089","89","ООО ""ЭкоСтайл""","9721190964","Московская обл.,р-н Ленинский, с/п Молоковское, в
районе д.Андреевское,кадастровый номер:
50:21:0060204:454","55.546409 37.911628","Московская
область","8(968) 068 65 73","ecostylezakaz@gmail.com","173","81210101724;83020001714;84111111514;84121111524;81220101205;82310101215;81910003215;82110101215;83010001715;82213111204;
82217111514;82221111204;82240101214;82291111204;82331111504;82913211624;82915111624;45720102205;84121112525;82210101215;
82913111205;82220101215;82230101215;82320101215;15211001215;82431121214;15211002215;82202112495;15211003235;15211004215;
15411001215;40414000515;40414111524;40419000515;40421001514;40422001514;40423001514;40424001514;40429099514;45720101204;
45911099515;81110001495;81111112495;81290101724;81991111704;82121111205;82411001204;82411002204;82419111205;82421111205;
82441111214;82731111504;82917111714;84100001513;84921112205;89000001724;89001111725"
"POLY_090","90","ООО ""ЭкоСтрой XXI""","9704054425","Московская область, Дмитровский городской округ, с.
Озерецкое","56.063414 37.412413","Московская
область","8 (964) 641 01 56","ecostroi21@mail.ru","161","15211001215;15411001215;40414000515;40419000515;81110001495;81111112495;81111221405;81112312395;81113111205;81220101205;
81910001495;81910003215;82110101215;82121111205;82151111405;82202112495;82210101215;82220101215;82230101215;82310101215;
82320101215;82419111205;82421111205;82451111205;82913111205;83010001715;84121112525;84921112205;15211004215;45720102205;
15211003235;15211002215"
"POLY_091","91","ООО ""Экотехнолоджи""","5074069944","Московская область, городской округ Чехов, СП
Стремиловское, в районе д. Кулаково","55.096145 37.444715","Московская
область","8 (903) 120 31 14","ekotehnolodgi@yandex.ru","143","81110001495;81111112495;81111111494;81111221405;81111531404;81112211394;81112311394;81112312395;81113111205;81210101724;
81220101205;81231121404;81910001495;81910003215;82110101215;82121111205;82151111405;82202112495;82210101215;82213111204;
82217111514;82220101215;82221111204;82230101215;82240101214;82291111204;82310101215;82320101215;82331111504;82411002204;
82421111205;82431121214;82451111205;82531511204;82631011204;82710001514;82731111504;82742311714;82913111205;82913211624;
82915111624;82924111405;83010001715;83020001714;84111111514;84121111524;84121112525;84921112205;88235111214;89000002494"
"POLY_092","92","ООО ""Эко Холдинг""","7728313298","Московская область, Наро-Фоминский район, с/п
Волченковское","55.322849 36.320853","Московская
область","8 (495) 941 64 27","7106245@mail.ru","114","15211001215;15211002215;15211003235;15211004215;40419000515;81110001495;81111112495;81112312395;81113111205;81910001495;
82913111205;84121112525;84921112205;82210101215;82220101215;82230101215;82421111205"
"POLY_093","93","ООО ""Эко Холдинг""","5074036642","г.Москва, поселение Мосрентген, вблизи д. Дудкино,
77:17:0120203:3, площадью 10000 кв. м","55.621059 37.459809","Москва","8 (495) 660 19 02","Ekoholding1@gmail.com","109","15211001215;15211002215;15211003235;15211004215;15411001215;40414000515;40419000515;40419100225;40421111515;43411001205;
43411002295;43411003515;43411004515;43412002295;43412003515;43412004515;43414101205;43414103515;43414201515;43415101515;
43416101515;43417101205;43418101515;43418102295;43419101205;43419199205;43419901205;43419902205;43419972505;43425001295;
43425002295;43499121725;43499133725;43611001205;43612001205;45110100205;45110200205;45142121615;45610001515;45620001295;
45621521525;45631131615;45711211605;45720102205;45841111525;45911001515;45911011715;45911099515;45911111515;45912111515;
45913131525;48230201525;81110001495;81111112495;81111221405;81112312395;81910001495;81910003215;82110101215;82121111205;
82151111405;82202112495;82210101215;82220101215;82230101215;82310101215;82320101215;82419111205;82421111205;82451111205;
82913111205;82924111405;83010001715;84121112525;84921112205;89001111725"
"POLY_094","94","ООО ""Элит-Групп""","9721048069","Московская область, городской округ Дзержинский, город
Дзержинский, Южный проезд, земельный участок 2 с
кадастровым номером 50:64:0020206:117","55.614271 37.865975","Московская
область","8 (930) 307 33 27","by4660088@mail.ru","159","15211002215;15211004215;15411001215;40419000515;81110001495;81111112495;81220101205;81910001495;82202112495;82210101215;
82220101215;82230101215;82310101215;82913111205;81111221405;82121111205;82151111405;82419111205;84121112525;81112312395;
82451111205;82110101215;45720102205;15211001215;83010001715;84921112205;81113111205;81910003215"
"POLY_095","95","ООО ""Энергетика и Технология""","5027034630","Московская область, г.Люберцы, д.Торбеево, вл.1","55.693674 38.044433
55.693027 38.042664","Московская
область","8 (495) 258 85 21","Info@enit-ltd.ru","9, 130","81210101724;81290101724;81991111704;83020001714;81111111494;82622001514;82621001514;82213111204;82217111514;82221111204;
82223111204;82233111204;82240101214;82291111204;82331111504;82411001204;82411002204;82441111214;82490001294;82491111204;
82631011204;82632111204;82634111204;82710001514;82731111504;82799001724;82913211624;82917111714;84210102214;89000001724;
89000003214;89111002524;89112001524;45551001514;45551002514;45551099514;43510002294;43510003514;43510001204;15211001215;
15211003235;15211002215;15211004215;15411001215;45720102205;45911001515;45911011715;45911099515;45911111515;45912111515;
45913131525;46101001205;46101002205;46110001515;46110002215;46110003295;46110099205;46120001515;46120002215;46120003295;
46120099205;46213099205;46213001515;46210001205;46213002215;46214001515;46214002215;46220001515;46220002515;46220003215;
46220004295;46220005515;46220006205;46230001515;46230002215;81111112495;81110001495;81111221405;81112312395;81113111205;
81220101205;81910001495;81910003215;82110101215;82121111205;82151111405;82202112495;82210101215;82220101215;82230101215;
82419111205;82421111205;82451111205;82913111205;82924111405;84121112525;43411001205;43411002295;43411003515;43411004515;
43417101205;43419101205;43419199205;43419901205;43419902205;43412002295;43412003515;43412004515;43414102515;43414103515;
43414201515;43418101515;43418102295;43415101515;43416101515;40419000515;82310101215;82320101215;45110100205;83010001715;
84921112205;89001111725;45711211605"
